scientific,common,year,id,geometry,park
Quercus palustris , pin oak,2016,NA,"c(1830421.30930159, 2201395.80299703)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830439.46628206, 2201344.09450678)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830542.52991433, 2200440.75863904)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830517.89668897, 2201116.88180688)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830576.06839325, 2200950.76607286)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830463.22477568, 2201278.64157173)",VanCortlandt
Gleditsia triacanthos var. inermis , Thornless honeylocust,2016,NA,"c(1830511.03974078, 2200187.46486744)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830579.8634544, 2200931.48768917)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830571.19562542, 2200964.28047612)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830567.71001533, 2200974.26063549)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830564.00121951, 2200984.87876885)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830538.37959806, 2200409.93826676)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830540.46696326, 2200425.43954999)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830561.63299724, 2200687.8545245)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830551.88242563, 2201019.57676211)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830444.05859193, 2201331.4430432)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830485.9216875, 2201210.96870915)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830508.14886021, 2201144.79090326)",VanCortlandt
Quercus shumardii , Shumard's oak,2016,NA,"c(1830450.39137758, 2201313.99658188)",VanCortlandt
Quercus shumardii , Shumard's oak,2016,NA,"c(1830536.41799089, 2200394.36648348)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830481.86789523, 2201223.09341467)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830515.86125975, 2200233.01817274)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830477.44392423, 2201236.32557901)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830511.78225947, 2200195.1604237)",VanCortlandt
Quercus shumardii , Shumard's oak,2016,NA,"c(1830522.0309278, 2201105.04497627)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830545.51175343, 2200463.57508996)",VanCortlandt
Quercus rubra , northern red oak,2016,NA,"c(1830473.37072694, 2201248.50846951)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830526.24298066, 2200311.55818313)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830540.63490773, 2201051.77962637)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830580.73198842, 2200855.83381794)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830580.79883797, 2200893.98276351)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830535.48276788, 2200386.75533624)",VanCortlandt
Quercus , Oak,2016,NA,"c(1830565.30243745, 2200724.07843604)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830535.87250126, 2201065.41514451)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830472.29886364, 2201251.71450725)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830458.29699884, 2201292.21750559)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830529.90901183, 2200341.3935332)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830525.20997347, 2200303.21632353)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830545.53920157, 2201037.73801776)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830580.63678731, 2200922.84919368)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830560.98441173, 2200674.85571968)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830530.86660367, 2200349.1873149)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830576.11174614, 2200794.23816428)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830554.80071936, 2201011.22134601)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830537.39071835, 2200402.28191434)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830578.71631599, 2200807.96949343)",VanCortlandt
Gleditsia triacanthos var. inermis , Thornless honeylocust,2016,NA,"c(1830523.19297446, 2200287.02360435)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830560.68208708, 2200662.24374388)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830580.43741977, 2200820.5843584)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830580.63554908, 2200844.28861263)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830547.41167732, 2200478.85517095)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830515.74659027, 2200136.34004952)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830558.97534802, 2200999.26856444)",VanCortlandt
Morus , mulberry,2016,NA,"c(1831985.51364503, 2200875.20416935)",VanCortlandt
Acer , maple,2016,NA,"c(1832164.66805204, 2201851.87931648)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830519.5539224, 2201137.40165719)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830503.98927653, 2201179.93427806)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830521.56430133, 2201131.37754378)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830498.85105946, 2201193.73115765)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830711.02126815, 2200627.56132936)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830777.99737385, 2200633.95790969)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830450.40909331, 2201333.92052345)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830512.65542381, 2201155.45601236)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830832.90491363, 2200651.31383628)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830517.84010226, 2201143.1776306)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830755.57239468, 2200631.267739)",VanCortlandt
Acer saccharum , sugar maple,2016,NA,"c(1830564.05431096, 2201007.69155521)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830770.9824161, 2200404.4858357)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1831815.89773803, 2200042.66195627)",VanCortlandt
Quercus alba , white oak,2016,NA,"c(1830358.82344016, 2201763.03964724)",VanCortlandt
Magnolia stellata , star magnolia,2016,NA,"c(1830414.46102275, 2201437.53645356)",VanCortlandt
Gleditsia triacanthos var. inermis , Thornless honeylocust,2016,NA,"c(1830488.30740038, 2202047.35055008)",VanCortlandt
Chamaecyparis thyoides , Atlantic white cedar,2016,NA,"c(1830688.5738311, 2200645.86904178)",VanCortlandt
Acer , maple,2016,NA,"c(1830418.21766569, 2201430.74654718)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830718.16656735, 2200627.4729657)",VanCortlandt
Tilia x. europaea , Common linden,2016,NA,"c(1831838.18467208, 2200038.45578323)",VanCortlandt
Pinus strobus , eastern white pine,2016,NA,"c(1832109.87379115, 2201712.79490374)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830951.33608649, 2201036.37802649)",VanCortlandt
Ulmus parvifolia , Chinese elm,2016,NA,"c(1831056.76063407, 2200099.91519184)",VanCortlandt
Chamaecyparis thyoides , Atlantic white cedar,2016,NA,"c(1830688.00731573, 2200633.74394004)",VanCortlandt
Amelanchier canadensis , Canadian serviceberry,2016,NA,"c(1830658.1889406, 2200611.76129601)",VanCortlandt
Ulmus parvifolia , Chinese elm,2016,NA,"c(1831057.58677292, 2200096.40932422)",VanCortlandt
Liriodendron tulipifera , tuliptree,2016,NA,"c(1831169.61272846, 2202701.348352)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830623.09882835, 2200433.85240971)",VanCortlandt
Acer platanoides , Norway maple,2016,NA,"c(1830887.6353545, 2200660.20956281)",VanCortlandt
Pseudotsuga menziesii , Douglas,2016,NA,"c(1831060.60617623, 2200099.03943781)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830651.18583233, 2200456.99679069)",VanCortlandt
Acer platanoides , Norway maple,2016,NA,"c(1830842.83799623, 2200649.19982661)",VanCortlandt
Liquidambar styraciflua , sweetgum,2016,NA,"c(1831172.34693719, 2202701.05257)",VanCortlandt
Ulmus parvifolia , Chinese elm,2016,NA,"c(1831212.82477402, 2200093.65935283)",VanCortlandt
Pinus strobus , eastern white pine,2016,NA,"c(1832116.52044314, 2201731.49239983)",VanCortlandt
Amelanchier canadensis , Canadian serviceberry,2016,NA,"c(1830669.62448903, 2200610.58732323)",VanCortlandt
Acer , maple,2016,NA,"c(1830416.36995172, 2201434.01161365)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830777.14337688, 2200427.18633228)",VanCortlandt
Robinia hispida , bristly locust,2016,NA,"c(1830410.56396003, 2202022.76526866)",VanCortlandt
Picea , spruce,2016,NA,"c(1832626.24948756, 2202438.24602138)",VanCortlandt
Quercus palustris , pin oak,2016,NA,"c(1830534.03140508, 2200374.94301948)",VanCortlandt
Amelanchier arborea , common serviceberry,2016,NA,"c(1832629.70123349, 2202465.46958123)",VanCortlandt
Prunus serotina , black cherry,2016,NA,"c(1832274.33518544, 2202478.56019133)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830361.47254446, 2201791.72980286)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830366.52548172, 2201782.29865472)",VanCortlandt
Ilex , holly,2016,NA,"c(1830313.90227738, 2202104.98977904)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830879.06888082, 2200646.34787635)",VanCortlandt
Prunus serotina , black cherry,2016,NA,"c(1832242.79444888, 2202498.08698565)",VanCortlandt
Prunus serotina , black cherry,2016,NA,"c(1832230.09330445, 2202502.59169646)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830477.078622, 2201347.94690313)",VanCortlandt
Unknown , Unknown,2016,NA,"c(1830752.23782794, 2200631.10615279)",VanCortlandt
Ulmus americana , American elm,2015,NA,"c(1831408.33787261, 2200086.34123431)",VanCortlandt
Acer rubrum , red maple,2015,NA,"c(1831421.09033895, 2200084.36785203)",VanCortlandt
Quercus palustris , pin oak,2015,NA,"c(1832215.97108482, 2200552.53330657)",VanCortlandt
Quercus palustris , pin oak,2015,NA,"c(1832189.88488649, 2200441.19047024)",VanCortlandt
Quercus palustris , pin oak,2015,NA,"c(1832103.87877202, 2200133.8118232)",VanCortlandt
Quercus palustris , pin oak,2015,NA,"c(1832611.93285568, 2202379.42224598)",VanCortlandt
Quercus palustris , pin oak,2015,NA,"c(1832260.13904298, 2201951.4006594)",VanCortlandt
Unknown , Unknown,2015,NA,"c(1831936.98185807, 2200078.61307492)",VanCortlandt
Quercus palustris , pin oak,2015,NA,"c(1832087.93304409, 2200076.82322288)",VanCortlandt
Quercus palustris , pin oak,2015,NA,"c(1832174.83830316, 2200387.41532787)",VanCortlandt
